Kolona 1;Kolona 2;Kolona 3;Kolona 4;Kolona 5;Izlaz
0.8672146948600904;0.8220899674927464;0.8644764779875483;0.9482971191996388;0.06342511419226193;0.4006260777948385
0.951809922832981;0.6145870959896342;0.5928743038858956;0.9073832699348128;0.481175968441672;0.5667724889881646
0.6508231252545448;0.21486490318536333;0.8067815620893203;0.45286364614779195;0.8208997827964823;0.9639639304721493
0.2562930536032999;0.8870555086444303;0.0440239428405671;0.04310816541680762;0.5746394464412613;0.12093200391181658
0.034307846193034286;0.9895140828673836;0.8296095083212008;0.3128731988433573;0.49804822207675437;0.4573774853652657
0.7730741227807112;0.24761895763452346;0.34393200375389044;0.48548597920457404;0.8619059299565569;0.9985245795495676
0.5152133384924769;0.526773728480579;0.40460479150333506;0.8511347577705465;0.34847927921044;0.5124400739161283
0.014731468087486821;0.19834515223344684;0.2579088205390231;0.743964274224446;0.216230566864269;0.6317006855160291
0.7884597286765457;0.3697450466421697;0.04083545559361734;0.49437963400171825;0.9466001648928467;0.17389887176726004
0.9110896201833084;0.9757528616765327;0.3308211590101928;0.14173968124365233;0.4237915143805794;0.5967865354805089
0.16139629892253327;0.1954070086002242;0.36397484677493486;0.42537820614408683;0.8318941580502693;0.1262313750942764
0.9875797238969412;0.12602662510925433;0.27465889634328844;0.039281272649701715;0.3265076004033626;0.15575038134182917
0.6779280282951303;0.46265801266693796;0.603183454987175;0.21311724209094363;0.9777978405564305;0.9285491769815597
0.828648441176357;0.9199357149272716;0.8072553481942982;0.43151748067157536;0.09021859934777499;0.6568776144990106
0.16344395275459145;0.42009323435625934;0.4593486040820789;0.909701916579554;0.6257223948643411;0.6592114288379038
0.8712376997395294;0.6044789567265171;0.28299591079592556;0.9285322148739075;0.6760903058181589;0.4342151822827529
0.5491686654536304;0.3838794896944365;0.7259487958811494;0.2005651280237154;0.07854397573764327;0.4567584720969715
0.7989794506204498;0.9882741710964641;0.9084921339748849;0.46282949081912306;0.43210897345668187;0.5688491092394453
0.9633474046615195;0.8029623409563036;0.657085143709148;0.7939475043642024;0.49684964135199516;0.5238995405421458
0.570553450026035;0.8189386559130687;0.3223288184065969;0.0049750631786025235;0.5972435092189107;0.2705963882401661
0.14391580200489862;0.17698255081742154;0.40870833299768805;0.473866833759493;0.7602833525837268;0.279963834488575
0.1249915325636396;0.705520855635444;0.03397173096493611;0.021022801791908075;0.48485482467631114;0.38416880169897427
0.3897928406679252;0.37722104906902576;0.9902727698749271;0.6144295235814001;0.7501057502895724;0.5003143224255003
0.23598751417913577;0.5989929099989978;0.9282936227643971;0.6990553257413976;0.14286192971426936;0.1019153260402027
0.048880873658733615;0.010873640544290186;0.8625778553952897;0.0351863136702153;0.8433587841893062;0.797937630861589
0.293581688081188;0.5894662558688939;0.9000367822416648;0.6225432087761299;0.9969230459524278;0.12065754285734231
0.00891481135143457;0.0913017932754483;0.2396558443533483;0.7205528054747335;0.8071802862553379;0.9412694000636787
0.16403257874801158;0.6218159817643995;0.08726525333599278;0.6921232864535886;0.3495943095696046;0.43060995775752176
0.8286040790387668;0.9619414347173992;0.31548734422649694;0.14187999665124584;0.5134948094260792;0.1297815106231469
0.210503887483525;0.29638991144373317;0.5245535627618108;0.9611056396021934;0.7260862438834846;0.8627704364186853
0.7556601163327389;0.3110452575558066;0.8330405320629535;0.8121746722359494;0.9148363394668819;0.8427031467324777
0.5453673026112587;0.1445717556624624;0.028301300972909504;0.5040430169434139;0.388938984402485;0.333186108626527
0.49740594441751596;0.964302352081787;0.7876749005344097;0.14649528994104288;0.7959543483014742;0.4466997201855196
0.744246300086711;0.49577256712778084;0.1250627675845899;0.31978800517201633;0.9747155874904415;0.8237832091857273
0.6379142276842612;0.7937979528199117;0.2936536639720905;0.412649162634518;0.087503187826239;0.7137083735643801
0.5687243661535925;0.2588393512832621;0.6752284471098035;0.6997113590196514;0.35069623748415146;0.0651459921299582
0.5182115711410032;0.15174843796148196;0.9640762199645126;0.31106727257606315;0.5105478640853732;0.4225162952563919
0.2853808278591128;0.5726510908784865;0.6692341763395462;0.35235979479796264;0.23850220781129006;0.37595185148401233
0.5941619363519843;0.2904707493439084;0.2052921787341051;0.8365236712807168;0.24443030841690372;0.4505969214744777
0.19501814329486233;0.5369333292671596;0.9675719668173416;0.314524017406831;0.2889255300327551;0.6703843553802714
0.7081182047111187;0.013922029085551513;0.07462709438497384;0.9234232596949136;0.35451208048676885;0.453739882982402
0.5910149007051775;0.8680636305746542;0.3451486795159284;0.2125453996554466;0.705745639743873;0.5518496879641566
0.6463360486115286;0.7565727830804629;0.10738986550469731;0.3279594913951571;0.5575381994765332;0.363549147666984
0.6949207441893481;0.34982678015428226;0.0005377931204867403;0.3817572824258002;0.6495017444443671;0.059419276304197854
0.11595472991228128;0.5411998709111983;0.40742684461094336;0.813421460760978;0.051075448554927516;0.4239952413466169
0.2691381475924064;0.5703591945586366;0.7634490618338808;0.2325349289218963;0.9496360604728291;0.1697976410195008
0.4388269972167441;0.2964287226447708;0.0693035222387891;0.13856101778753382;0.5387211018116557;0.5752785515946331
0.5029417688582913;0.595060210646435;0.698286785490848;0.8000330295717303;0.4029762987879325;0.7240042097766388
0.6325043263431864;0.8588836556259817;0.3159194110382121;0.1243481562963692;0.262914981272524;0.05972764524122409
0.9692855514188867;0.11552620035662042;0.8997114975208073;0.12700771570529323;0.6589526699428323;0.7047078212559226
0.04552649917992979;0.7605613526912811;0.425009426526446;0.06935356910109314;0.5794884757938709;0.9037717086035881
0.5744371335927937;0.7531636603673527;0.20326075993386905;0.9211534555650942;0.3724716173443534;0.3515198411973074
0.5124427266324341;0.4524471381272971;0.6726461150399496;0.730918438823033;0.3398738672437388;0.4576755999355486
0.47379884071134937;0.721195067686576;0.17020220392901086;0.9732178183141305;0.7211914536506895;0.7176570582400744
0.5812482991644774;0.42370925345116484;0.9392033508347685;0.9058250981467671;0.8080575440520624;0.45863324970620223
0.5826885179202564;0.8868043933039156;0.16915780175604644;0.3444938656010432;0.3293711544562826;0.24298354095399122
0.3034887892874807;0.022091355699987547;0.4342940585984061;0.08742769259861527;0.19949222455523274;0.9688269822587634
0.048675281628790534;0.4968080671856292;0.6996357771242045;0.777472619327282;0.30656200241732035;0.3519231194435164
